Pass,Neuron,Win_u_real,Win_u_raw,Win_u_hex,Wx_real,Wx_raw,Wx_hex,MAC_real,MAC_raw,MAC_hex,Bias_real,Bias_raw,Bias_hex,NeuronSum_real,NeuronSum_raw,NeuronSum_hex,Clipped,TanhInput,TanhOutput,x_next_real,x_next_raw,x_next_hex
3,88,-0.027370,-28700,FFFF8FE4,-0.402901,-422472,FFF98DB8,-0.430664,-441,FE47,0.144531,148,0094,-0.286133,-293,FEDB,False,-0.286133,-0.278572,-0.278320,-285,FEE3
3,89,-0.062656,-65700,FFFEFF5C,0.511652,536506,00082FBA,0.449219,460,01CC,0.131836,135,0087,0.581055,595,0253,False,0.581055,0.523432,0.523438,536,0218
3,90,0.319767,335300,00051DC4,-0.151796,-159170,FFFD923E,0.167969,172,00AC,0.404297,414,019E,0.572266,586,024A,False,0.572266,0.517021,0.516602,529,0211
3,91,0.296783,311200,0004BFA0,0.486566,510201,0007C8F9,0.783203,802,0322,0.295898,303,012F,1.079102,1105,0451,False,1.079102,0.792866,0.792969,812,032C
3,92,-0.351048,-368100,FFFA621C,-0.255577,-267992,FFFBE928,-0.606445,-621,FD93,0.304688,312,0138,-0.301758,-309,FECB,False,-0.301758,-0.292920,-0.292969,-300,FED4
3,93,-0.137043,-143700,FFFDCEAC,-0.361240,-378788,FFFA385C,-0.498047,-510,FE02,-0.367188,-376,FE88,-0.865234,-886,FC8A,False,-0.865234,-0.698945,-0.699219,-716,FD34
3,94,0.303173,317900,0004D9CC,-1.070298,-1122289,FFEEE00F,-0.767578,-786,FCEE,0.575195,589,024D,-0.192383,-197,FF3B,False,-0.192383,-0.190044,-0.190430,-195,FF3D
3,95,-0.203991,-213900,FFFCBC74,-0.531202,-557006,FFF78032,-0.735352,-753,FD0F,0.098633,101,0065,-0.636719,-652,FD74,False,-0.636719,-0.562661,-0.562500,-576,FDC0
3,96,-0.279522,-293100,FFFB8714,0.707792,742174,000B531E,0.428711,439,01B7,-0.136719,-140,FF74,0.291992,299,012B,False,0.291992,0.283967,0.284180,291,0123
3,97,-0.517559,-542700,FFF7B814,0.807021,846223,000CE98F,0.289062,296,0128,0.251953,258,0102,0.541016,554,022A,False,0.541016,0.493756,0.494141,506,01FA
3,98,-0.293064,-307300,FFFB4F9C,-0.055408,-58099,FFFF1D0D,-0.348633,-357,FE9B,-0.278320,-285,FEE3,-0.626953,-642,FD7E,False,-0.626953,-0.555951,-0.555664,-569,FDC7
3,99,0.322914,338600,00052AA8,0.295058,309391,0004B88F,0.618164,633,0279,0.025391,26,001A,0.643555,659,0293,False,0.643555,0.567315,0.567383,581,0245
